uuid,annotator_id,human_fluency_rating,human_utility_rating,op,query_id,t2v_precision,t2v_coverage,timestamp,precise_citations,is_covered
22,6BBinbmBretqjJt,2,2,Quoted,241,,,2024-09-16 23:49:19.238887+00,,
23,6BBinbmBretqjJt,1,2,Snippet,242,,,2024-09-16 23:49:42.174709+00,,
24,6BBinbmBretqjJt,3,3,Entailed,243,,,2024-09-16 23:49:54.510783+00,,
25,6BBinbmBretqjJt,3,3,Post Hoc,244,,,2024-09-16 23:50:21.701314+00,,
26,6BBinbmBretqjJt,3,2,Paraphrased,245,,,2024-09-16 23:50:57.222425+00,,
27,6BBinbmBretqjJt,3,3,Gemini,246,,,2024-09-16 23:51:21.619097+00,,
28,6BBinbmBretqjJt,3,3,Abstractive,247,,,2024-09-16 23:51:32.942587+00,,
29,6BBinbmBretqjJt,3,3,Entailed,248,,,2024-09-16 23:54:39.831162+00,,
30,6BBinbmBretqjJt,3,3,Quoted,249,,,2024-09-16 23:54:57.738012+00,,
31,6BBinbmBretqjJt,2,2,Abstractive,250,,,2024-09-16 23:55:45.516562+00,,
32,6BBinbmBretqjJt,3,3,Post Hoc,251,,,2024-09-16 23:56:01.619545+00,,
33,6BBinbmBretqjJt,3,3,Gemini,252,,,2024-09-16 23:56:21.217485+00,,
34,6BBinbmBretqjJt,2,1,Paraphrased,253,,,2024-09-16 23:56:50.878275+00,,
35,6BBinbmBretqjJt,3,3,Snippet,254,,,2024-09-16 23:57:25.747892+00,,
36,fSHVkyHSnBk9wvF,3,3,Abstractive,241,,,2024-09-17 00:51:00.523204+00,,
37,6BBinbmBretqjJt,2,2,Quoted,255,,,2024-09-17 00:52:04.774268+00,,
38,6BBinbmBretqjJt,3,3,Snippet,256,,,2024-09-17 00:52:24.337492+00,,
39,6BBinbmBretqjJt,3,3,Post Hoc,257,,,2024-09-17 00:52:51.491755+00,,
40,fSHVkyHSnBk9wvF,3,3,Post Hoc,242,,,2024-09-17 00:53:13.621413+00,,
41,6BBinbmBretqjJt,3,2,Paraphrased,258,,,2024-09-17 00:53:32.639753+00,,
42,fSHVkyHSnBk9wvF,3,3,Paraphrased,243,,,2024-09-17 00:53:34.992362+00,,
43,6BBinbmBretqjJt,2,2,Abstractive,260,,,2024-09-17 00:54:08.01088+00,,
44,6BBinbmBretqjJt,3,3,Gemini,262,,,2024-09-17 00:54:34.931653+00,,
45,6BBinbmBretqjJt,3,2,Entailed,263,,,2024-09-17 00:54:48.059143+00,,
46,fSHVkyHSnBk9wvF,3,1,Snippet,244,,,2024-09-17 00:55:48.024528+00,,
47,6BBinbmBretqjJt,3,3,Post Hoc,264,,,2024-09-17 00:55:58.37385+00,,
48,fSHVkyHSnBk9wvF,3,3,Entailed,245,,,2024-09-17 00:56:01.725502+00,,
49,6BBinbmBretqjJt,3,3,Snippet,265,,,2024-09-17 00:56:16.702083+00,,
50,6BBinbmBretqjJt,3,3,Entailed,266,,,2024-09-17 00:56:26.019332+00,,
51,fSHVkyHSnBk9wvF,3,3,Quoted,246,,,2024-09-17 00:56:35.615952+00,,
52,6BBinbmBretqjJt,3,3,Paraphrased,267,,,2024-09-17 00:56:43.144054+00,,
53,6BBinbmBretqjJt,3,3,Quoted,269,,,2024-09-17 00:56:54.955912+00,,
54,fSHVkyHSnBk9wvF,3,3,Gemini,247,,,2024-09-17 00:57:14.110841+00,,
55,6BBinbmBretqjJt,3,2,Abstractive,271,,,2024-09-17 00:57:18.487575+00,,
56,6BBinbmBretqjJt,3,2,Gemini,272,,,2024-09-17 00:58:04.113313+00,,
57,fSHVkyHSnBk9wvF,3,1,Snippet,248,,,2024-09-17 00:59:07.661956+00,,
58,fSHVkyHSnBk9wvF,3,3,Gemini,249,,,2024-09-17 00:59:39.283214+00,,
59,6BBinbmBretqjJt,3,3,Post Hoc,273,,,2024-09-17 01:00:07.640396+00,,
60,6BBinbmBretqjJt,3,3,Entailed,274,,,2024-09-17 01:00:24.602294+00,,
61,fSHVkyHSnBk9wvF,3,3,Paraphrased,250,,,2024-09-17 01:00:25.01043+00,,
62,fSHVkyHSnBk9wvF,3,3,Abstractive,251,,,2024-09-17 01:01:01.212771+00,,
63,fSHVkyHSnBk9wvF,3,3,Post Hoc,252,,,2024-09-17 01:01:13.785045+00,,
64,fSHVkyHSnBk9wvF,3,1,Quoted,253,,,2024-09-17 01:01:31.040755+00,,
65,6BBinbmBretqjJt,3,2,Paraphrased,275,,,2024-09-17 01:01:47.005961+00,,
66,fSHVkyHSnBk9wvF,3,2,Entailed,254,,,2024-09-17 01:01:55.697996+00,,
67,6BBinbmBretqjJt,3,3,Quoted,276,,,2024-09-17 01:03:02.703614+00,,
68,fSHVkyHSnBk9wvF,3,3,Entailed,255,,,2024-09-17 01:03:42.800728+00,,
69,6BBinbmBretqjJt,3,2,Gemini,279,,,2024-09-17 01:03:46.347462+00,,
70,fSHVkyHSnBk9wvF,3,3,Abstractive,256,,,2024-09-17 01:04:07.7418+00,,
71,6BBinbmBretqjJt,3,3,Snippet,280,,,2024-09-17 01:04:10.14676+00,,
72,fSHVkyHSnBk9wvF,3,3,Gemini,257,,,2024-09-17 01:04:34.467165+00,,
73,fSHVkyHSnBk9wvF,3,1,Snippet,258,,,2024-09-17 01:04:52.2093+00,,
74,6BBinbmBretqjJt,3,2,Abstractive,281,,,2024-09-17 01:04:52.637562+00,,
75,fSHVkyHSnBk9wvF,3,3,Quoted,260,,,2024-09-17 01:05:01.004167+00,,
76,fSHVkyHSnBk9wvF,3,1,Paraphrased,262,,,2024-09-17 01:05:14.066106+00,,
77,fSHVkyHSnBk9wvF,3,3,Post Hoc,263,,,2024-09-17 01:05:31.215405+00,,
78,6BBinbmBretqjJt,3,2,Snippet,282,,,2024-09-17 01:05:49.522885+00,,
79,6BBinbmBretqjJt,3,1,Quoted,283,,,2024-09-17 01:06:00.878339+00,,
80,6BBinbmBretqjJt,3,3,Gemini,284,,,2024-09-17 01:06:16.595527+00,,
81,6BBinbmBretqjJt,3,3,Abstractive,285,,,2024-09-17 01:06:29.528608+00,,
82,6BBinbmBretqjJt,3,3,Post Hoc,286,,,2024-09-17 01:07:04.04463+00,,
83,6BBinbmBretqjJt,3,3,Paraphrased,287,,,2024-09-17 01:07:14.712854+00,,
84,6BBinbmBretqjJt,3,3,Entailed,288,,,2024-09-17 01:07:30.445839+00,,
85,lCEp5abdrghSE78,3,3,Paraphrased,241,,,2024-09-17 01:24:28.56674+00,,
86,lCEp5abdrghSE78,1,1,Quoted,242,,,2024-09-17 01:25:52.042195+00,,
87,lCEp5abdrghSE78,3,3,Post Hoc,243,,,2024-09-17 01:26:23.5124+00,,
88,lCEp5abdrghSE78,3,3,Gemini,244,,,2024-09-17 01:26:57.402535+00,,
89,lCEp5abdrghSE78,1,1,Snippet,245,,,2024-09-17 01:28:33.339252+00,,
90,lCEp5abdrghSE78,3,3,Entailed,246,,,2024-09-17 01:29:30.97762+00,,
91,lCEp5abdrghSE78,3,3,Abstractive,248,,,2024-09-17 01:29:54.745495+00,,
92,fSHVkyHSnBk9wvF,3,3,Entailed,264,,,2024-09-17 18:06:26.13146+00,,
93,DO1DhOd0kwIHrgb,3,3,Snippet,241,,,2024-09-17 18:07:34.694382+00,,
94,DO1DhOd0kwIHrgb,3,3,Paraphrased,242,,,2024-09-17 18:07:43.073481+00,,
95,DO1DhOd0kwIHrgb,3,3,Quoted,243,,,2024-09-17 18:07:52.912442+00,,
96,DO1DhOd0kwIHrgb,3,3,Entailed,244,,,2024-09-17 18:07:59.657189+00,,
97,fSHVkyHSnBk9wvF,3,3,Gemini,265,,,2024-09-17 18:08:13.273939+00,,
98,DO1DhOd0kwIHrgb,3,2,Abstractive,245,,,2024-09-17 18:08:15.995507+00,,
99,DO1DhOd0kwIHrgb,3,3,Post Hoc,246,,,2024-09-17 18:08:24.63987+00,,
100,DO1DhOd0kwIHrgb,2,2,Gemini,248,,,2024-09-17 18:08:40.992914+00,,
101,fSHVkyHSnBk9wvF,3,3,Post Hoc,266,,,2024-09-17 18:08:42.795926+00,,
102,GtOfZ643zgjE0av,2,3,Entailed,241,,,2024-09-17 18:09:00.389633+00,,
103,fSHVkyHSnBk9wvF,3,3,Quoted,267,,,2024-09-17 18:09:05.632699+00,,
104,cDes1aVDZIV9RhP,3,3,Post Hoc,241,,,2024-09-17 18:09:24.815855+00,,
105,GtOfZ643zgjE0av,2,3,Abstractive,242,,,2024-09-17 18:09:34.877338+00,,
106,fSHVkyHSnBk9wvF,2,1,Snippet,269,,,2024-09-17 18:09:42.793823+00,,
107,cDes1aVDZIV9RhP,3,3,Gemini,242,,,2024-09-17 18:09:46.644969+00,,
108,GtOfZ643zgjE0av,3,3,Gemini,243,,,2024-09-17 18:09:51.418775+00,,
109,cDes1aVDZIV9RhP,3,3,Abstractive,243,,,2024-09-17 18:09:57.857037+00,,
110,fSHVkyHSnBk9wvF,3,1,Paraphrased,271,,,2024-09-17 18:10:03.846049+00,,
111,cDes1aVDZIV9RhP,3,3,Paraphrased,244,,,2024-09-17 18:10:08.877498+00,,
112,DO1DhOd0kwIHrgb,3,3,Quoted,247,,,2024-09-17 18:10:21.135571+00,,
113,GtOfZ643zgjE0av,2,3,Quoted,244,,,2024-09-17 18:10:24.420815+00,,
114,DO1DhOd0kwIHrgb,3,3,Post Hoc,249,,,2024-09-17 18:10:27.189569+00,,
115,fSHVkyHSnBk9wvF,3,3,Abstractive,272,,,2024-09-17 18:10:31.388335+00,,
116,DO1DhOd0kwIHrgb,3,3,Entailed,250,,,2024-09-17 18:10:33.678817+00,,
117,GtOfZ643zgjE0av,3,3,Post Hoc,245,,,2024-09-17 18:10:45.888388+00,,
118,DO1DhOd0kwIHrgb,1,2,Snippet,251,,,2024-09-17 18:11:07.574694+00,,
119,cDes1aVDZIV9RhP,3,1,Quoted,245,,,2024-09-17 18:11:08.171191+00,,
120,GtOfZ643zgjE0av,2,3,Paraphrased,246,,,2024-09-17 18:11:15.901201+00,,
121,GtOfZ643zgjE0av,-1,-1,Snippet,247,,,2024-09-17 18:11:16.164821+00,,
122,DO1DhOd0kwIHrgb,3,3,Paraphrased,252,,,2024-09-17 18:11:17.661114+00,,
123,cDes1aVDZIV9RhP,1,1,Snippet,246,,,2024-09-17 18:11:19.619245+00,,
124,DO1DhOd0kwIHrgb,3,3,Abstractive,253,,,2024-09-17 18:11:23.306028+00,,
125,DO1DhOd0kwIHrgb,3,2,Gemini,254,,,2024-09-17 18:11:31.590916+00,,
126,cDes1aVDZIV9RhP,2,3,Entailed,247,,,2024-09-17 18:11:39.114392+00,,
127,fSHVkyHSnBk9wvF,3,1,Snippet,273,,,2024-09-17 18:11:45.470785+00,,
128,cDes1aVDZIV9RhP,3,3,Post Hoc,248,,,2024-09-17 18:12:16.002192+00,,
129,GtOfZ643zgjE0av,3,3,Quoted,248,,,2024-09-17 18:12:20.780475+00,,
130,cDes1aVDZIV9RhP,3,3,Abstractive,249,,,2024-09-17 18:12:40.660353+00,,
131,cDes1aVDZIV9RhP,3,2,Gemini,250,,,2024-09-17 18:12:57.772898+00,,
132,fSHVkyHSnBk9wvF,3,3,Paraphrased,274,,,2024-09-17 18:12:57.86914+00,,
133,GtOfZ643zgjE0av,2,1,Snippet,249,,,2024-09-17 18:13:00.156582+00,,
134,DO1DhOd0kwIHrgb,3,3,Paraphrased,255,,,2024-09-17 18:13:04.793813+00,,
135,DO1DhOd0kwIHrgb,3,3,Post Hoc,256,,,2024-09-17 18:13:10.55438+00,,
136,cDes1aVDZIV9RhP,3,3,Paraphrased,251,,,2024-09-17 18:13:16.041856+00,,
137,DO1DhOd0kwIHrgb,3,3,Entailed,257,,,2024-09-17 18:13:17.650771+00,,
138,GtOfZ643zgjE0av,2,3,Post Hoc,250,,,2024-09-17 18:13:30.763469+00,,
139,cDes1aVDZIV9RhP,2,3,Entailed,252,,,2024-09-17 18:13:32.993048+00,,
140,DO1DhOd0kwIHrgb,2,3,Gemini,258,,,2024-09-17 18:13:34.698338+00,,
141,GtOfZ643zgjE0av,3,3,Entailed,251,,,2024-09-17 18:13:43.286421+00,,
142,DO1DhOd0kwIHrgb,2,1,Snippet,260,,,2024-09-17 18:13:51.571614+00,,
143,cDes1aVDZIV9RhP,1,1,Snippet,253,,,2024-09-17 18:13:55.376228+00,,
144,DO1DhOd0kwIHrgb,3,3,Abstractive,262,,,2024-09-17 18:13:58.099117+00,,
145,fSHVkyHSnBk9wvF,3,3,Post Hoc,275,,,2024-09-17 18:13:59.59921+00,,
146,GtOfZ643zgjE0av,3,3,Abstractive,252,,,2024-09-17 18:14:02.147642+00,,
147,DO1DhOd0kwIHrgb,2,3,Quoted,263,,,2024-09-17 18:14:09.65878+00,,
148,cDes1aVDZIV9RhP,2,2,Quoted,254,,,2024-09-17 18:14:26.238816+00,,
149,GtOfZ643zgjE0av,3,3,Gemini,253,,,2024-09-17 18:14:30.936581+00,,
150,GtOfZ643zgjE0av,3,3,Paraphrased,254,,,2024-09-17 18:14:46.744184+00,,
151,eQBKoJjNAPP7V6Z,3,3,Gemini,241,,,2024-09-17 18:14:54.265379+00,,
152,fSHVkyHSnBk9wvF,3,3,Gemini,276,,,2024-09-17 18:14:55.974185+00,,
153,eQBKoJjNAPP7V6Z,3,3,Entailed,242,,,2024-09-17 18:15:07.41457+00,,
154,eQBKoJjNAPP7V6Z,-1,-1,Snippet,243,,,2024-09-17 18:15:07.685531+00,,
155,cDes1aVDZIV9RhP,3,3,Post Hoc,255,,,2024-09-17 18:15:08.037559+00,,
156,eQBKoJjNAPP7V6Z,3,3,Abstractive,244,,,2024-09-17 18:15:20.904376+00,,
157,DO1DhOd0kwIHrgb,2,1,Snippet,264,,,2024-09-17 18:15:21.656425+00,,
158,fSHVkyHSnBk9wvF,3,3,Entailed,279,,,2024-09-17 18:15:26.099605+00,,
159,DO1DhOd0kwIHrgb,3,3,Entailed,265,,,2024-09-17 18:15:29.133447+00,,
160,eQBKoJjNAPP7V6Z,3,2,Paraphrased,247,,,2024-09-17 18:15:34.411308+00,,
161,DO1DhOd0kwIHrgb,3,3,Quoted,266,,,2024-09-17 18:15:37.034798+00,,
162,GtOfZ643zgjE0av,1,1,Snippet,255,,,2024-09-17 18:15:46.772377+00,,
163,DO1DhOd0kwIHrgb,3,3,Gemini,267,,,2024-09-17 18:15:47.271302+00,,
164,DO1DhOd0kwIHrgb,3,3,Abstractive,269,,,2024-09-17 18:15:53.882108+00,,
165,eQBKoJjNAPP7V6Z,3,2,Quoted,250,,,2024-09-17 18:15:57.711539+00,,
166,GtOfZ643zgjE0av,3,3,Paraphrased,256,,,2024-09-17 18:16:02.30116+00,,
167,DO1DhOd0kwIHrgb,3,3,Post Hoc,271,,,2024-09-17 18:16:04.253953+00,,
168,DO1DhOd0kwIHrgb,3,3,Paraphrased,272,,,2024-09-17 18:16:15.221724+00,,
169,eQBKoJjNAPP7V6Z,3,3,Post Hoc,253,,,2024-09-17 18:16:18.273032+00,,
170,GtOfZ643zgjE0av,1,2,Quoted,257,,,2024-09-17 18:16:27.533778+00,,
171,GtOfZ643zgjE0av,3,3,Abstractive,258,,,2024-09-17 18:16:41.982267+00,,
172,cDes1aVDZIV9RhP,3,3,Quoted,256,,,2024-09-17 18:16:52.332975+00,,
173,GtOfZ643zgjE0av,3,3,Entailed,260,,,2024-09-17 18:16:57.436798+00,,
174,eQBKoJjNAPP7V6Z,3,1,Gemini,245,,,2024-09-17 18:16:57.975177+00,,
175,cDes1aVDZIV9RhP,3,3,Abstractive,257,,,2024-09-17 18:16:59.249524+00,,
176,GtOfZ643zgjE0av,3,3,Post Hoc,262,,,2024-09-17 18:17:17.065816+00,,
177,DO1DhOd0kwIHrgb,3,3,Paraphrased,273,,,2024-09-17 18:17:18.651446+00,,
178,eQBKoJjNAPP7V6Z,3,1,Abstractive,246,,,2024-09-17 18:17:21.434952+00,,
179,cDes1aVDZIV9RhP,2,2,Entailed,258,,,2024-09-17 18:17:22.699879+00,,
180,DO1DhOd0kwIHrgb,3,3,Quoted,274,,,2024-09-17 18:17:25.716328+00,,
181,fSHVkyHSnBk9wvF,3,3,Abstractive,280,,,2024-09-17 18:17:32.686554+00,,
182,GtOfZ643zgjE0av,3,3,Gemini,263,,,2024-09-17 18:17:32.689552+00,,
183,DO1DhOd0kwIHrgb,3,2,Entailed,275,,,2024-09-17 18:17:35.05985+00,,
184,cDes1aVDZIV9RhP,3,3,Gemini,260,,,2024-09-17 18:17:36.914418+00,,
185,eQBKoJjNAPP7V6Z,3,3,Paraphrased,248,,,2024-09-17 18:17:37.244939+00,,
186,DO1DhOd0kwIHrgb,3,3,Post Hoc,276,,,2024-09-17 18:17:41.916894+00,,
187,fSHVkyHSnBk9wvF,3,3,Quoted,281,,,2024-09-17 18:17:52.363406+00,,
188,cDes1aVDZIV9RhP,2,1,Snippet,262,,,2024-09-17 18:18:09.528728+00,,
189,eQBKoJjNAPP7V6Z,3,3,Entailed,249,,,2024-09-17 18:18:15.383+00,,
190,DO1DhOd0kwIHrgb,2,1,Snippet,279,,,2024-09-17 18:18:22.785178+00,,
191,eQBKoJjNAPP7V6Z,3,3,Quoted,251,,,2024-09-17 18:18:26.434336+00,,
192,DO1DhOd0kwIHrgb,2,3,Gemini,280,,,2024-09-17 18:18:30.592717+00,,
193,DO1DhOd0kwIHrgb,3,3,Abstractive,282,,,2024-09-17 18:18:36.027959+00,,
194,GtOfZ643zgjE0av,2,2,Quoted,264,,,2024-09-17 18:18:45.639476+00,,
195,cDes1aVDZIV9RhP,2,3,Paraphrased,263,,,2024-09-17 18:18:45.924001+00,,
196,eQBKoJjNAPP7V6Z,2,1,Snippet,252,,,2024-09-17 18:19:06.754639+00,,
197,GtOfZ643zgjE0av,2,3,Paraphrased,265,,,2024-09-17 18:19:15.366103+00,,
198,fSHVkyHSnBk9wvF,3,3,Gemini,282,,,2024-09-17 18:19:33.088945+00,,
199,eQBKoJjNAPP7V6Z,3,2,Post Hoc,254,,,2024-09-17 18:19:38.495597+00,,
200,GtOfZ643zgjE0av,1,1,Snippet,266,,,2024-09-17 18:19:48.090591+00,,
201,cDes1aVDZIV9RhP,2,3,Abstractive,264,,,2024-09-17 18:19:58.49927+00,,
202,fSHVkyHSnBk9wvF,3,3,Post Hoc,283,,,2024-09-17 18:20:08.428081+00,,
203,eQBKoJjNAPP7V6Z,3,3,Gemini,255,,,2024-09-17 18:20:13.138631+00,,
204,GtOfZ643zgjE0av,3,2,Entailed,267,,,2024-09-17 18:20:16.327555+00,,
205,cDes1aVDZIV9RhP,1,2,Quoted,265,,,2024-09-17 18:20:26.880149+00,,
206,GtOfZ643zgjE0av,3,3,Post Hoc,269,,,2024-09-17 18:20:28.21481+00,,
207,eQBKoJjNAPP7V6Z,3,3,Entailed,256,,,2024-09-17 18:20:37.839623+00,,
208,cDes1aVDZIV9RhP,3,3,Gemini,266,,,2024-09-17 18:20:51.063991+00,,
209,GtOfZ643zgjE0av,3,3,Gemini,271,,,2024-09-17 18:20:55.737662+00,,
210,cDes1aVDZIV9RhP,3,3,Post Hoc,267,,,2024-09-17 18:21:01.328852+00,,
211,GtOfZ643zgjE0av,3,3,Abstractive,273,,,2024-09-17 18:21:08.11046+00,,
212,DO1DhOd0kwIHrgb,3,3,Gemini,281,,,2024-09-17 18:21:11.12122+00,,
213,cDes1aVDZIV9RhP,3,3,Paraphrased,269,,,2024-09-17 18:21:14.738267+00,,
214,eQBKoJjNAPP7V6Z,3,3,Paraphrased,257,,,2024-09-17 18:21:28.892391+00,,
215,cDes1aVDZIV9RhP,3,1,Entailed,271,,,2024-09-17 18:21:30.382918+00,,
216,fSHVkyHSnBk9wvF,3,3,Paraphrased,284,,,2024-09-17 18:21:36.986812+00,,
217,eQBKoJjNAPP7V6Z,3,3,Post Hoc,258,,,2024-09-17 18:21:45.12645+00,,
218,cDes1aVDZIV9RhP,3,1,Snippet,272,,,2024-09-17 18:21:48.001574+00,,
219,DO1DhOd0kwIHrgb,1,1,Snippet,283,,,2024-09-17 18:21:54.277983+00,,
220,fSHVkyHSnBk9wvF,3,3,Entailed,285,,,2024-09-17 18:21:59.764543+00,,
221,DO1DhOd0kwIHrgb,3,3,Entailed,284,,,2024-09-17 18:21:59.837416+00,,
222,GtOfZ643zgjE0av,3,3,Post Hoc,272,,,2024-09-17 18:22:00.237794+00,,
223,GtOfZ643zgjE0av,3,3,Gemini,274,,,2024-09-17 18:22:18.89088+00,,
224,DO1DhOd0kwIHrgb,2,2,Quoted,285,,,2024-09-17 18:22:18.981919+00,,
225,DO1DhOd0kwIHrgb,3,3,Paraphrased,286,,,2024-09-17 18:22:25.257186+00,,
226,DO1DhOd0kwIHrgb,3,3,Abstractive,287,,,2024-09-17 18:22:30.853239+00,,
227,GtOfZ643zgjE0av,3,3,Abstractive,275,,,2024-09-17 18:22:33.545801+00,,
228,DO1DhOd0kwIHrgb,3,3,Post Hoc,288,,,2024-09-17 18:22:37.445327+00,,
229,eQBKoJjNAPP7V6Z,3,1,Quoted,262,,,2024-09-17 18:22:47.981127+00,,
230,GtOfZ643zgjE0av,3,3,Entailed,276,,,2024-09-17 18:22:51.197228+00,,
